flood_hazard_zone_tier,zone_cluster_id,platform,delivery_baseline_30d,income_baseline_weekly,enrollment_week,season_flag,open_meteo_7d_precip_probability,activity_consistency_score,tenure_discount_factor,historical_claim_rate_zone,weekly_premium
medium,2,swiggy,320.84,1732.27,21,dry_season,0.3844,0.7372,0.85,0.1009,49.0
high,2,zomato,344.49,2451.08,51,NE_monsoon,0.6815,0.7823,0.85,0.1459,49.42
high,9,swiggy,297.95,2239.76,44,SW_monsoon,0.5131,0.6622,0.85,0.1607,50.83
high,3,zomato,214.56,1676.97,49,dry_season,0.2707,0.7794,0.85,0.1793,49.0
medium,1,swiggy,321.23,1700.62,12,dry_season,0.36,0.8971,0.8722,0.1392,49.0
low,1,swiggy,123.31,683.69,12,dry_season,0.2061,0.7908,0.8803,0.071,49.22
high,18,zomato,291.01,1891.23,8,heat,0.4223,0.6907,0.9252,0.1591,51.03
high,11,swiggy,310.75,1998.57,16,NE_monsoon,0.3859,0.602,0.85,0.2024,54.43
medium,1,zomato,256.89,1697.34,3,NE_monsoon,0.1123,0.7659,0.9632,0.1577,52.37
high,2,zomato,214.68,1598.86,12,dry_season,0.6333,0.7806,0.8723,0.1516,49.69
low,3,zomato,253.95,1432.89,40,NE_monsoon,0.4127,0.7419,0.85,0.0917,49.0
medium,15,zomato,415.56,2428.8,49,dry_season,0.3197,0.6968,0.85,0.121,49.0
low,14,zomato,164.86,1041.05,48,SW_monsoon,0.276,0.6691,0.85,0.0628,49.87
high,4,zomato,306.36,2010.52,52,heat,0.8012,0.6654,0.85,0.1995,49.0
high,7,zomato,362.0,2801.88,32,dry_season,0.7599,0.7074,0.85,0.1703,49.94
high,5,zomato,382.99,2649.72,12,heat,0.3651,0.6578,0.8796,0.1838,49.0
medium,6,zomato,209.42,1443.88,1,NE_monsoon,0.4686,0.7216,0.9752,0.1244,50.11
high,18,zomato,178.1,1207.24,14,dry_season,0.374,0.6968,0.8779,0.1427,53.49
medium,2,swiggy,339.21,2088.65,10,NE_monsoon,0.4861,0.6206,0.906,0.1266,49.0
medium,5,zomato,262.64,1974.66,4,SW_monsoon,0.6045,0.5349,0.9394,0.1456,49.0
high,5,zomato,279.06,1920.59,43,NE_monsoon,0.5993,0.7971,0.85,0.2413,50.31
high,3,swiggy,318.3,2401.97,43,NE_monsoon,0.0323,0.7586,0.85,0.2048,49.0
low,13,zomato,424.09,2624.52,18,NE_monsoon,0.3348,0.8706,0.85,0.0998,50.83
medium,12,zomato,399.06,2509.23,19,NE_monsoon,0.5859,0.5578,0.85,0.1039,50.74
medium,11,swiggy,263.97,1589.3,18,SW_monsoon,0.5046,0.854,0.85,0.099,49.0
medium,14,zomato,231.51,1368.58,46,NE_monsoon,0.3087,1.0,0.85,0.0847,49.0
high,2,swiggy,280.02,2004.28,2,dry_season,0.505,0.7952,0.9594,0.1261,50.31
medium,14,zomato,299.72,1999.56,13,heat,0.4986,0.6843,0.8685,0.1417,50.34
high,12,zomato,185.42,1229.57,18,NE_monsoon,0.3457,0.5684,0.85,0.2098,49.9
low,6,zomato,296.42,1612.8,13,SW_monsoon,0.8046,0.8144,0.8891,0.0779,49.0
medium,18,swiggy,276.04,1902.2,12,SW_monsoon,0.4606,0.6044,0.8915,0.1214,49.0
medium,7,zomato,283.2,1796.98,3,heat,0.819,0.8055,0.9523,0.1293,50.66
high,16,zomato,312.87,2041.81,49,NE_monsoon,0.5943,0.5693,0.85,0.1838,51.47
medium,19,zomato,196.46,1286.04,43,SW_monsoon,0.6532,0.8218,0.85,0.1364,49.85
low,2,zomato,257.22,1679.25,41,NE_monsoon,0.624,0.7177,0.85,0.1224,49.0
medium,9,zomato,276.9,1696.74,51,NE_monsoon,0.494,0.6154,0.85,0.1366,49.0
medium,8,zomato,341.2,2341.77,6,heat,0.5633,0.8706,0.9265,0.1299,51.29
low,11,zomato,287.86,1393.06,21,SW_monsoon,0.4802,1.0,0.85,0.0491,49.49
medium,3,zomato,246.74,1624.78,22,heat,0.3753,0.735,0.85,0.1422,49.0
medium,11,zomato,327.25,2178.87,19,dry_season,0.4741,0.9494,0.85,0.1222,52.91
high,17,zomato,180.06,1159.73,1,SW_monsoon,0.2504,0.6809,0.9744,0.139,49.0
low,11,zomato,313.89,2142.33,11,dry_season,0.5519,0.771,0.8907,0.16,49.0
medium,13,swiggy,180.35,1267.27,4,NE_monsoon,0.4201,0.8857,0.9412,0.1523,52.01
medium,18,zomato,366.66,2357.07,34,NE_monsoon,0.6639,0.6397,0.85,0.1095,49.0
high,3,zomato,212.36,1463.86,50,dry_season,0.727,0.8677,0.85,0.162,55.79
high,13,zomato,265.66,1979.15,28,heat,0.4368,1.0,0.85,0.1707,52.46
medium,2,zomato,240.32,1509.48,15,NE_monsoon,0.156,0.7262,0.8588,0.1389,51.97
low,19,zomato,132.75,776.06,17,heat,0.8975,0.6218,0.85,0.159,49.38
high,20,zomato,350.3,2365.71,28,NE_monsoon,0.7698,0.648,0.85,0.1479,50.11
medium,6,swiggy,247.28,1558.46,3,SW_monsoon,0.3726,0.8451,0.9467,0.1427,49.0
medium,9,zomato,309.97,1728.87,2,SW_monsoon,0.4743,0.6676,0.9597,0.1171,52.03
low,10,swiggy,340.33,1808.57,20,dry_season,0.6273,0.5304,0.85,0.1011,49.23
low,4,swiggy,298.39,1612.12,2,NE_monsoon,0.2325,0.7636,0.9583,0.1145,49.0
low,4,zomato,265.78,1514.49,14,heat,0.7765,0.7415,0.8765,0.0777,49.0
high,9,swiggy,301.78,2139.91,15,NE_monsoon,0.8107,0.715,0.8706,0.1815,49.58
medium,18,zomato,270.18,1659.82,26,heat,0.1788,0.5638,0.85,0.1047,49.0
medium,10,zomato,316.87,1997.03,43,dry_season,0.4303,0.9279,0.85,0.1398,49.0
low,12,zomato,210.8,1287.53,35,SW_monsoon,0.4825,0.8115,0.85,0.1164,49.0
high,20,zomato,368.11,2377.91,14,SW_monsoon,0.9171,0.6907,0.8715,0.1548,49.0
high,6,zomato,253.32,1647.43,36,SW_monsoon,0.4268,0.6199,0.85,0.1617,52.1
medium,20,swiggy,284.1,2004.72,45,heat,0.2553,0.4258,0.85,0.1552,49.78
medium,15,zomato,229.77,1597.3,15,SW_monsoon,0.0858,0.5127,0.8708,0.0873,49.36
low,3,swiggy,313.15,1805.25,13,dry_season,0.3807,0.8603,0.8677,0.0921,49.0
low,9,zomato,341.23,1845.47,17,dry_season,0.2393,0.6332,0.85,0.0821,54.89
medium,4,zomato,293.01,1742.61,29,SW_monsoon,0.4165,0.6597,0.85,0.1065,49.0
low,5,zomato,335.8,2106.76,25,dry_season,0.5484,0.6787,0.85,0.0844,49.0
medium,5,zomato,195.58,1152.2,51,SW_monsoon,0.7198,0.9381,0.85,0.1192,49.0
medium,4,zomato,290.7,1877.8,23,NE_monsoon,0.5771,0.8735,0.85,0.0687,49.0
low,8,zomato,181.85,1116.91,18,NE_monsoon,0.5298,0.7033,0.85,0.039,49.0
high,4,zomato,387.63,2936.32,20,heat,0.4937,0.8709,0.85,0.2213,50.07
medium,15,zomato,217.73,1285.59,7,NE_monsoon,0.5461,0.5544,0.9255,0.157,49.0
medium,7,zomato,289.63,1634.47,40,dry_season,0.6297,0.4153,0.85,0.1679,49.0
medium,2,swiggy,289.35,1765.62,49,dry_season,0.5152,0.7689,0.85,0.0699,50.05
low,19,zomato,228.77,1226.11,31,NE_monsoon,0.5176,0.712,0.85,0.0882,49.0
high,5,swiggy,328.15,2344.76,2,NE_monsoon,0.3068,0.9415,0.9643,0.2082,50.17
medium,19,zomato,284.1,1734.18,37,NE_monsoon,0.3165,0.6989,0.85,0.0834,51.85
high,1,zomato,353.24,1831.74,27,NE_monsoon,0.9622,0.3835,0.85,0.1531,49.0
low,13,swiggy,366.34,2317.39,4,dry_season,0.6863,0.7128,0.9472,0.099,52.96
medium,12,swiggy,274.58,2100.13,2,NE_monsoon,0.5312,0.4391,0.9776,0.1415,49.22
medium,1,zomato,263.03,1518.88,10,SW_monsoon,0.6145,0.8488,0.9044,0.1634,49.21
medium,16,swiggy,263.9,1774.22,13,SW_monsoon,0.3323,0.7398,0.8742,0.162,50.0
high,5,zomato,228.95,1572.56,9,NE_monsoon,0.2963,0.6986,0.9165,0.2153,49.0
low,14,zomato,231.33,1315.01,47,SW_monsoon,0.7002,0.7817,0.85,0.0545,51.73
medium,2,swiggy,261.84,1558.11,34,NE_monsoon,0.4404,0.7092,0.85,0.1035,51.11
high,12,zomato,234.67,1529.0,41,dry_season,0.3596,0.757,0.85,0.152,49.32
medium,3,zomato,263.72,1973.45,3,NE_monsoon,0.379,0.8525,0.9728,0.1098,51.83
low,20,swiggy,250.77,1374.38,19,heat,0.9435,0.3176,0.85,0.1044,49.0
high,10,swiggy,295.53,2143.33,9,heat,0.791,0.9256,0.9085,0.1401,50.09
high,4,zomato,242.88,1681.45,24,NE_monsoon,0.7303,0.7757,0.85,0.2079,49.0
medium,10,zomato,250.17,1360.1,29,dry_season,0.7655,0.9788,0.85,0.14,51.51
high,7,swiggy,235.19,1670.77,19,dry_season,0.7786,0.771,0.85,0.2523,49.0
high,3,zomato,376.96,2575.85,8,NE_monsoon,0.6778,0.8228,0.9204,0.1749,50.76
medium,15,zomato,294.34,1686.43,47,dry_season,0.4548,0.6706,0.85,0.1741,52.04
medium,2,zomato,202.51,1235.06,26,NE_monsoon,0.7305,0.7381,0.85,0.0778,51.46
low,9,swiggy,315.78,2031.71,7,SW_monsoon,0.3856,0.6033,0.9334,0.0652,50.26
medium,16,zomato,247.62,1613.75,51,dry_season,0.6334,0.6526,0.85,0.1203,49.0
low,10,zomato,298.49,1729.8,30,heat,0.0976,0.6919,0.85,0.0892,50.58
high,13,zomato,249.92,1489.9,22,SW_monsoon,0.1927,0.5804,0.85,0.2051,51.2
medium,16,zomato,156.88,902.68,47,SW_monsoon,0.8999,0.8093,0.85,0.1643,49.0
low,10,swiggy,256.24,1536.89,17,SW_monsoon,0.5341,0.515,0.8516,0.1025,51.53
low,2,zomato,233.83,1553.26,28,heat,0.5393,0.6246,0.85,0.1063,49.14
medium,5,zomato,208.31,1240.41,45,NE_monsoon,0.1997,0.5074,0.85,0.1243,50.75
low,2,swiggy,208.79,1127.88,36,dry_season,0.2825,0.7545,0.85,0.0218,49.0
medium,13,swiggy,294.57,1855.62,42,NE_monsoon,0.4976,0.7899,0.85,0.12,50.58
medium,18,zomato,323.09,2036.73,25,SW_monsoon,0.3098,0.5426,0.85,0.1347,49.0
medium,8,swiggy,314.07,1879.9,28,dry_season,0.1958,0.874,0.85,0.118,49.47
high,18,swiggy,294.95,2032.07,50,dry_season,0.7533,0.8098,0.85,0.1865,49.0
medium,2,zomato,349.23,2321.81,14,NE_monsoon,0.3193,0.6433,0.875,0.1702,49.0
high,1,swiggy,275.89,1994.48,4,dry_season,0.6437,0.6557,0.9503,0.203,49.0
low,10,zomato,355.69,2169.95,49,heat,0.4289,0.7496,0.85,0.0883,49.0
high,3,swiggy,277.95,2037.98,9,NE_monsoon,0.553,0.7815,0.9094,0.1914,53.91
medium,4,swiggy,280.91,1783.77,21,heat,0.5054,0.7307,0.85,0.1391,49.0
high,19,zomato,319.89,2205.31,4,SW_monsoon,0.2065,0.6239,0.9563,0.1502,49.41
low,15,zomato,320.75,1899.11,31,NE_monsoon,0.1917,0.6727,0.85,0.1246,49.0
medium,10,zomato,230.34,1637.32,36,SW_monsoon,0.5124,0.8537,0.85,0.1291,49.24
high,5,zomato,292.61,2154.01,38,heat,0.9593,0.7539,0.85,0.1803,49.0
high,15,swiggy,404.25,2734.59,17,NE_monsoon,0.2363,0.6936,0.85,0.1419,49.0
medium,10,swiggy,186.06,1263.44,30,NE_monsoon,0.375,0.4471,0.85,0.114,49.0
medium,1,swiggy,245.0,1616.2,48,NE_monsoon,0.386,0.6487,0.85,0.1173,50.54
medium,17,swiggy,241.03,1440.73,45,dry_season,0.5021,0.5566,0.85,0.0906,50.28
medium,15,zomato,310.08,2066.47,15,NE_monsoon,0.6201,0.8229,0.8695,0.1123,50.48
high,12,zomato,298.81,2051.87,8,heat,0.5176,0.8161,0.9329,0.1863,49.62
high,11,zomato,306.27,2205.44,16,SW_monsoon,0.6187,0.5716,0.8575,0.2109,52.09
high,15,swiggy,334.55,2259.54,29,heat,0.1566,0.7151,0.85,0.1572,51.35
high,12,swiggy,248.87,1595.9,41,NE_monsoon,0.6706,0.6045,0.85,0.1994,57.21
high,2,zomato,274.06,2030.76,35,heat,0.3763,0.6741,0.85,0.2213,53.97
medium,7,zomato,333.21,2097.05,19,SW_monsoon,0.4604,0.6301,0.85,0.1065,49.0
high,4,zomato,159.59,1063.06,11,NE_monsoon,0.2832,0.703,0.8846,0.19,49.61
high,16,swiggy,328.53,2308.7,19,NE_monsoon,0.3233,0.8808,0.85,0.1779,49.0
medium,17,swiggy,366.61,2080.34,6,SW_monsoon,0.427,0.6923,0.9472,0.1515,49.48
low,5,zomato,213.7,1342.39,34,SW_monsoon,0.2775,0.6056,0.85,0.0695,51.66
low,5,zomato,374.94,2323.81,11,heat,0.4882,0.7322,0.8878,0.0692,49.0
high,11,zomato,298.77,1886.03,43,heat,0.1,0.6259,0.85,0.2216,49.0
medium,18,zomato,255.34,1426.22,49,dry_season,0.3705,0.611,0.85,0.1216,49.18
high,1,zomato,398.09,2953.17,20,SW_monsoon,0.1356,0.6096,0.85,0.1834,49.0
medium,18,zomato,311.58,2000.53,32,NE_monsoon,0.1402,0.4739,0.85,0.0957,49.0
low,12,swiggy,364.07,2563.25,35,heat,0.3773,0.6981,0.85,0.0958,49.0
low,16,zomato,362.84,2114.25,23,NE_monsoon,0.3115,0.7036,0.85,0.0783,49.0
low,16,zomato,202.55,1277.49,44,SW_monsoon,0.637,0.8777,0.85,0.1093,49.0
medium,10,zomato,288.81,1796.61,22,NE_monsoon,0.5703,0.5386,0.85,0.0722,49.0
high,19,zomato,220.83,1414.21,16,NE_monsoon,0.6828,0.766,0.85,0.1881,49.05
medium,15,zomato,330.36,2087.32,3,NE_monsoon,0.4117,0.7592,0.9713,0.0908,49.0
medium,14,swiggy,241.18,1704.22,33,NE_monsoon,0.659,0.5597,0.85,0.107,49.0
medium,2,swiggy,297.93,1893.16,32,NE_monsoon,0.6854,0.8923,0.85,0.1018,49.0
high,12,zomato,322.94,2117.12,6,NE_monsoon,0.8128,0.6402,0.9338,0.1705,49.0
medium,4,zomato,260.8,1481.4,49,SW_monsoon,0.127,0.6174,0.85,0.1348,49.0
medium,3,swiggy,275.29,1823.67,10,SW_monsoon,0.7014,0.6564,0.9067,0.1264,49.0
low,5,zomato,385.78,2227.55,28,dry_season,0.453,0.8448,0.85,0.081,49.0
high,2,zomato,327.14,2197.34,44,dry_season,0.4113,0.7486,0.85,0.1273,49.92
low,15,zomato,297.99,1720.55,49,NE_monsoon,0.5317,0.7979,0.85,0.1098,49.0
medium,1,swiggy,295.04,2178.23,10,dry_season,0.3435,0.822,0.9124,0.1352,50.04
low,17,zomato,296.57,1759.31,30,NE_monsoon,0.2643,0.7752,0.85,0.1187,50.96
high,9,zomato,340.79,2276.77,18,NE_monsoon,0.7777,0.6526,0.85,0.2192,49.0
low,4,zomato,183.9,1209.84,1,NE_monsoon,0.6701,0.7567,0.9836,0.0966,49.56
high,11,swiggy,251.56,1756.74,15,SW_monsoon,0.5739,0.7698,0.8582,0.1797,49.0
low,6,zomato,283.2,1664.75,39,NE_monsoon,0.7106,0.7462,0.85,0.0833,49.98
medium,1,swiggy,319.81,2212.91,1,SW_monsoon,0.283,0.7742,0.9715,0.1374,49.0
high,12,swiggy,277.79,1949.26,51,NE_monsoon,0.3346,0.8903,0.85,0.1919,54.69
medium,10,swiggy,278.84,1832.87,26,dry_season,0.2241,0.4803,0.85,0.1098,49.0
medium,12,swiggy,276.13,1896.14,12,dry_season,0.0363,0.8019,0.8936,0.1317,49.0
medium,12,swiggy,348.27,2284.33,3,NE_monsoon,0.5115,0.9537,0.9492,0.1264,49.0
medium,19,zomato,314.84,1875.09,41,NE_monsoon,0.3431,0.7533,0.85,0.1286,49.31
low,4,swiggy,326.68,1931.74,5,dry_season,0.6695,0.6419,0.9488,0.1014,49.0
low,12,zomato,314.93,1900.17,12,SW_monsoon,0.8133,0.8879,0.8809,0.1053,49.0
medium,5,zomato,378.06,2029.22,44,dry_season,0.3494,1.0,0.85,0.1139,49.0
low,13,swiggy,315.26,1711.45,11,SW_monsoon,0.2584,0.7214,0.8949,0.1044,49.0
high,6,zomato,337.71,2173.35,20,SW_monsoon,0.3894,0.8095,0.85,0.1941,50.89
medium,12,swiggy,182.44,1088.81,43,heat,0.5309,0.7043,0.85,0.1604,49.38
medium,20,swiggy,357.72,2014.47,36,SW_monsoon,0.3069,0.701,0.85,0.1294,49.83
high,4,zomato,287.68,2037.65,29,NE_monsoon,0.6157,0.7756,0.85,0.2033,49.99
high,10,zomato,232.27,1616.59,44,SW_monsoon,0.2831,0.661,0.85,0.132,49.0
low,6,swiggy,272.04,1775.78,45,heat,0.4345,0.5583,0.85,0.0694,50.5
medium,14,zomato,356.2,2155.02,33,dry_season,0.6032,0.3958,0.85,0.1156,52.06
low,17,swiggy,218.73,1341.88,44,NE_monsoon,0.652,0.8531,0.85,0.1024,52.3
medium,12,zomato,295.44,1866.7,34,dry_season,0.4515,0.6064,0.85,0.0769,49.0
low,19,zomato,285.65,1852.99,21,dry_season,0.2485,0.7242,0.85,0.0814,49.0
low,10,zomato,219.44,1552.6,38,dry_season,0.247,0.7187,0.85,0.0622,49.01
medium,2,swiggy,307.23,1889.06,4,NE_monsoon,0.3329,0.7273,0.9612,0.0896,49.0
high,8,swiggy,290.63,2159.21,45,SW_monsoon,0.3745,0.5422,0.85,0.2112,49.0
medium,16,swiggy,177.62,1147.94,41,SW_monsoon,0.1745,0.7897,0.85,0.1183,50.42
medium,13,swiggy,253.58,1797.11,45,dry_season,0.3196,0.783,0.85,0.1052,49.0
medium,17,zomato,253.16,1927.42,52,SW_monsoon,0.5243,1.0,0.85,0.1832,49.0
high,2,zomato,241.13,1745.76,37,heat,0.611,0.8999,0.85,0.1726,49.26
high,13,zomato,165.85,1201.47,10,heat,0.404,0.7408,0.9143,0.1929,49.98
high,9,swiggy,188.81,1347.48,40,SW_monsoon,0.6171,0.8839,0.85,0.1371,52.34
high,4,zomato,284.64,1992.28,25,heat,0.3404,0.9326,0.85,0.1581,49.0
low,8,swiggy,352.63,2041.55,2,SW_monsoon,0.9204,0.777,0.9732,0.0399,49.0
low,19,swiggy,200.62,1173.81,18,heat,0.5317,0.6846,0.85,0.0761,49.58
medium,4,swiggy,347.27,2297.22,46,SW_monsoon,0.4742,0.7169,0.85,0.1378,53.4
medium,6,zomato,329.12,1993.0,30,dry_season,0.2834,0.6842,0.85,0.1083,49.0
low,8,swiggy,245.4,1279.64,17,dry_season,0.6913,0.591,0.85,0.1113,49.38
high,3,swiggy,213.28,1331.36,9,NE_monsoon,0.8444,0.609,0.9226,0.1826,52.93
medium,2,swiggy,343.1,2509.41,29,NE_monsoon,0.4888,0.6919,0.85,0.1344,49.0
high,16,zomato,438.12,2792.8,30,NE_monsoon,0.5379,0.6116,0.85,0.1798,50.98
medium,5,zomato,269.5,1681.46,19,heat,0.4952,0.696,0.85,0.0825,49.0
medium,10,zomato,139.04,943.09,29,NE_monsoon,0.2678,0.7395,0.85,0.1354,50.35
high,8,zomato,301.53,2140.87,1,heat,0.3484,0.6948,0.9885,0.2259,49.0
low,4,zomato,250.81,1226.6,13,SW_monsoon,0.2167,0.5224,0.8808,0.0946,49.15
medium,1,swiggy,242.93,1601.67,33,dry_season,0.2229,0.8113,0.85,0.1136,49.0
medium,8,zomato,200.58,1402.05,45,dry_season,0.1213,0.5285,0.85,0.1445,49.0
high,12,zomato,230.02,1592.97,2,NE_monsoon,0.2083,0.8765,0.9727,0.2092,50.38
medium,4,zomato,245.69,1534.19,11,dry_season,0.4477,0.7876,0.8806,0.1215,49.0
medium,18,swiggy,274.35,1845.1,21,dry_season,0.5201,0.8949,0.85,0.1192,50.11
medium,18,zomato,208.83,1268.43,31,heat,0.8294,0.796,0.85,0.0887,50.25
medium,5,swiggy,176.25,1090.11,29,dry_season,0.1203,0.6808,0.85,0.0783,49.0
high,5,swiggy,362.36,2596.3,37,heat,0.649,0.6479,0.85,0.1261,49.0
medium,9,zomato,246.19,1453.54,32,dry_season,0.5423,0.6112,0.85,0.1609,49.0
low,17,zomato,270.25,1504.11,45,SW_monsoon,0.59,0.8045,0.85,0.076,49.0
medium,11,zomato,213.83,1392.11,37,SW_monsoon,0.3179,0.5712,0.85,0.11,52.26
medium,9,zomato,274.19,1606.78,51,NE_monsoon,0.3656,0.5548,0.85,0.1579,49.0
low,2,zomato,161.89,985.34,13,SW_monsoon,0.6744,0.3369,0.8679,0.0687,49.0
high,17,zomato,303.87,2147.54,24,NE_monsoon,0.4801,0.8316,0.85,0.2184,49.0
medium,3,zomato,345.53,2268.12,35,SW_monsoon,0.6518,0.6629,0.85,0.1151,49.0
high,8,zomato,282.61,2086.22,18,SW_monsoon,0.8102,0.7773,0.85,0.1548,49.06
medium,14,zomato,230.67,1389.75,17,SW_monsoon,0.5182,1.0,0.85,0.1194,52.58
high,1,zomato,266.98,1915.63,41,NE_monsoon,0.5569,0.6163,0.85,0.1812,49.0
medium,15,zomato,276.85,1698.34,38,heat,0.1746,0.8628,0.85,0.1193,49.0
medium,5,swiggy,357.87,2553.62,14,heat,0.238,0.6192,0.8633,0.0538,50.38
low,20,zomato,224.55,1307.99,37,SW_monsoon,0.5788,0.7892,0.85,0.08,49.0
low,20,swiggy,262.92,1471.75,21,dry_season,0.2983,0.5129,0.85,0.1094,49.97
low,3,swiggy,345.21,1861.22,13,NE_monsoon,0.5657,0.8679,0.8635,0.0454,49.05
medium,8,zomato,374.57,2469.68,29,heat,0.6161,0.7828,0.85,0.1412,50.05
medium,14,zomato,199.97,1190.7,40,NE_monsoon,0.5684,0.7753,0.85,0.0753,51.57
medium,19,zomato,270.32,1506.24,4,NE_monsoon,0.7495,0.6541,0.9456,0.0984,52.2
medium,19,zomato,212.55,1342.59,15,SW_monsoon,0.4549,0.8055,0.8673,0.1093,51.19
medium,20,zomato,289.39,1541.78,1,NE_monsoon,0.3574,0.6072,0.9763,0.0888,49.0
high,2,zomato,311.42,2210.03,38,NE_monsoon,0.4917,0.7348,0.85,0.1758,52.39
high,6,zomato,250.69,1774.57,32,dry_season,0.7366,0.6126,0.85,0.186,49.0
high,9,swiggy,307.48,2280.6,36,NE_monsoon,0.4568,0.6247,0.85,0.1548,50.65
medium,5,swiggy,316.69,1765.9,34,NE_monsoon,0.4785,0.6061,0.85,0.1135,52.05
low,7,zomato,278.27,1741.64,9,heat,0.2386,0.5884,0.8978,0.0285,50.27
medium,4,swiggy,152.79,1000.48,36,heat,0.432,0.7246,0.85,0.0663,50.58
high,4,zomato,317.15,2343.29,25,SW_monsoon,0.3705,0.7398,0.85,0.1763,54.06
medium,13,zomato,334.8,2166.18,4,heat,0.4341,0.5342,0.9499,0.1254,52.38
high,9,swiggy,223.95,1609.49,52,dry_season,0.3793,0.6702,0.85,0.1649,51.5
low,1,zomato,334.12,1591.44,23,NE_monsoon,0.1818,0.523,0.85,0.1436,49.0
high,20,zomato,282.49,2060.17,34,heat,0.1541,0.7033,0.85,0.2517,50.87
low,2,zomato,257.75,1418.77,48,SW_monsoon,0.4931,0.5035,0.85,0.0754,51.12
low,13,zomato,368.07,2007.35,13,SW_monsoon,0.2967,0.7127,0.8708,0.0564,50.61
high,19,swiggy,161.6,1075.77,10,NE_monsoon,0.6604,0.7616,0.908,0.1467,53.18
low,4,zomato,325.71,1970.21,37,SW_monsoon,0.0572,0.4804,0.85,0.047,49.63
medium,9,swiggy,275.0,1978.37,31,NE_monsoon,0.7735,0.8653,0.85,0.0622,50.33
high,16,zomato,178.67,1116.49,4,SW_monsoon,0.4095,0.6021,0.9443,0.209,50.34
medium,19,zomato,240.85,1599.23,25,heat,0.2238,0.8069,0.85,0.1178,49.17
high,13,swiggy,263.54,2043.65,2,NE_monsoon,0.7216,0.9177,0.9585,0.1974,50.23
medium,9,zomato,309.29,2105.87,34,SW_monsoon,0.1022,0.7291,0.85,0.0727,50.47
high,6,zomato,292.63,1959.03,7,dry_season,0.3816,0.588,0.9174,0.1463,52.34
low,17,zomato,307.27,1645.06,29,SW_monsoon,0.5583,0.7329,0.85,0.1071,49.82
medium,11,zomato,324.71,2199.7,12,NE_monsoon,0.4442,0.8977,0.8948,0.0673,57.47
high,17,swiggy,220.23,1630.75,15,NE_monsoon,0.9159,0.603,0.8559,0.1675,54.47
medium,19,swiggy,258.45,1657.72,11,dry_season,0.4492,0.775,0.8907,0.1149,49.0
high,5,swiggy,251.77,2073.81,1,SW_monsoon,0.5644,0.6886,0.9667,0.1774,49.0
low,20,zomato,244.15,1522.26,47,dry_season,0.7544,0.7842,0.85,0.0394,49.0
medium,18,zomato,298.21,1788.18,19,heat,0.483,0.6265,0.85,0.156,53.33
medium,12,zomato,333.75,2102.2,32,SW_monsoon,0.4867,0.6664,0.85,0.1649,50.27
high,13,zomato,243.3,1643.28,5,SW_monsoon,0.863,0.7074,0.9459,0.1671,51.06
high,12,zomato,315.16,2026.89,34,heat,0.7144,0.9209,0.85,0.2022,49.0
medium,9,swiggy,306.14,1962.11,39,SW_monsoon,0.6469,0.7372,0.85,0.1967,49.0
medium,16,swiggy,225.19,1491.34,6,SW_monsoon,0.4479,0.9114,0.9352,0.1222,49.0
medium,16,zomato,213.87,1301.76,8,dry_season,0.6718,0.8073,0.9139,0.1034,49.0
low,7,zomato,330.3,2103.72,23,NE_monsoon,0.3226,0.6507,0.85,0.0756,57.1
high,6,zomato,331.95,2134.06,48,heat,0.4945,1.0,0.85,0.1547,50.33
medium,15,zomato,198.73,1254.61,15,NE_monsoon,0.4692,0.8069,0.8583,0.1222,49.0
high,1,zomato,213.03,1547.07,35,SW_monsoon,0.4477,0.5858,0.85,0.1386,51.73
high,19,zomato,385.74,3322.43,33,NE_monsoon,0.6252,0.9512,0.85,0.1736,53.25
high,17,zomato,262.73,1825.21,8,SW_monsoon,0.1647,0.6115,0.9157,0.1715,49.0
medium,14,zomato,253.83,1743.98,36,SW_monsoon,0.3443,0.9323,0.85,0.1218,49.0
low,8,zomato,255.23,1679.29,47,SW_monsoon,0.1157,0.5711,0.85,0.0653,49.0
high,16,zomato,226.63,1640.61,20,heat,0.7539,0.846,0.85,0.1676,50.3
low,5,swiggy,250.67,1522.98,14,NE_monsoon,0.4435,0.6306,0.8797,0.1054,49.0
low,3,swiggy,239.17,1362.41,7,dry_season,0.4334,1.0,0.9183,0.0696,49.0
medium,10,zomato,247.12,1693.49,42,SW_monsoon,0.4956,0.7092,0.85,0.1295,50.43
high,15,zomato,263.73,1800.0,42,dry_season,0.2176,0.7678,0.85,0.1291,55.03
low,16,zomato,429.97,2497.48,43,dry_season,0.7217,0.9013,0.85,0.1072,49.88
high,19,zomato,265.67,1948.92,2,SW_monsoon,0.6483,0.6876,0.9647,0.197,49.0
high,2,swiggy,284.21,2033.26,35,SW_monsoon,0.2983,0.6969,0.85,0.1528,50.61
high,10,zomato,156.62,1213.7,22,dry_season,0.6716,0.9846,0.85,0.2238,51.49
medium,3,zomato,321.55,2034.7,26,NE_monsoon,0.2444,0.8419,0.85,0.0757,49.0
high,1,zomato,282.86,2190.47,36,NE_monsoon,0.3327,0.7617,0.85,0.1692,49.0
medium,5,swiggy,189.33,1303.02,40,SW_monsoon,0.367,0.7103,0.85,0.0673,51.04
medium,4,swiggy,361.78,2227.15,6,dry_season,0.5762,0.5855,0.9205,0.1186,49.0
low,4,zomato,292.74,1825.34,44,dry_season,0.3741,0.6647,0.85,0.0523,49.0
